##	Base 30	Cluster 0							Cluster 3							Cluster 6							
19	(0)(19)	2	1	1	1	2	3	3	4	3	1	1	1	2	3	1	5	2	1	1	1	2	3	6	1
20	(0)(20)	1	1	1	1	2	4	2	5	4	1	1	1	2	3	2	3	6	1	1	1	2	4	1	1
21	(0)(21)	1	1	1	1	3	1	3	6	5	1	1	1	2	3	3	1	1	1	1	1	2	4	5	2
22	(0)(22)	2	1	1	1	3	1	4	4	3	1	1	1	2	4	1	4	5	1	1	1	3	1	1	4
23	(0)(23)	3	1	1	1	3	1	5	2	4	1	1	1	2	4	2	2	6	1	1	1	3	1	2	2
24	(0)(24)	1	1	1	1	3	2	3	5	3	1	1	1	2	5	1	3	1	1	1	1	3	1	6	3
25	(0)(25)	2	1	1	1	3	2	4	3	4	1	1	1	2	5	2	1	5	1	1	1	3	2	1	3
26	(0)(26)	3	1	1	1	3	2	5	1	3	1	1	1	2	6	1	2	6	1	1	1	3	2	2	1
27	(0)(27)	1	1	1	1	3	3	3	4	3	1	1	1	3	1	2	5	1	1	1	1	3	2	6	2
28	(0)(28)	2	1	1	1	3	3	4	2	4	1	1	1	3	1	3	3	5	1	1	1	3	3	1	2
29	(0)(29)	1	1	1	1	4	1	4	4	5	1	1	1	3	1	4	1	1	1	1	1	3	3	6	1
30	(1)(0)	2	1	1	1	4	1	5	2	2	1	1	1	3	2	1	6	5	1	1	1	3	4	1	1
31	(1)(1)	1	1	1	1	4	2	4	3	3	1	1	1	3	2	2	4	4	1	1	1	4	1	1	4
32	(1)(2)	2	1	1	1	4	2	5	1	4	1	1	1	3	2	3	2	5	1	1	1	4	1	2	2
33	(1)(3)	1	1	1	1	5	1	5	2	2	1	1	1	3	3	1	5	4	1	1	1	4	2	1	3
34	(1)(4)	5	1	1	1	6	1	1	1	3	1	1	1	3	3	2	3	5	1	1	1	4	2	2	1
35	(1)(5)	3	1	1	2	1	1	3	5	4	1	1	1	3	3	3	1	4	1	1	1	4	3	1	2
36	(1)(6)	4	1	1	2	1	1	4	3	2	1	1	1	3	4	1	4	4	1	1	1	4	4	1	1
37	(1)(7)	5	1	1	2	1	1	5	1	3	1	1	1	3	4	2	2	3	1	1	1	5	1	1	4
38	(1)(8)	2	1	1	2	1	2	2	6	2	1	1	1	3	5	1	3	4	1	1	1	5	1	2	2
39	(1)(9)	3	1	1	2	1	2	3	4	3	1	1	1	3	5	2	1	3	1	1	1	5	2	1	3
40	(1)(10)	4	1	1	2	1	2	4	2	2	1	1	1	3	6	1	2	4	1	1	1	5	2	2	1
41	(1)(11)	2	1	1	2	1	3	2	5	2	1	1	1	4	1	2	5	3	1	1	1	5	3	1	2
42	(1)(12)	3	1	1	2	1	3	3	3	3	1	1	1	4	1	3	3	3	1	1	1	5	4	1	1
43	(1)(13)	1	1	1	2	1	4	1	6	4	1	1	1	4	1	4	1	2	1	1	1	6	1	1	4
44	(1)(14)	2	1	1	2	1	4	2	4	1	1	1	1	4	2	1	6	3	1	1	1	6	1	2	2
45	(1)(15)	3	1	1	2	1	4	3	2	2	1	1	1	4	2	2	4	2	1	1	1	6	2	1	3
46	(1)(16)	1	1	1	2	1	5	1	5	3	1	1	1	4	2	3	2	3	1	1	1	6	2	2	1
47	(1)(17)	2	1	1	2	1	5	2	3	1	1	1	1	4	3	1	5	2	1	1	1	6	3	1	2
48	(1)(18)	1	1	1	2	1	6	1	4	2	1	1	1	4	3	2	3	1	1	1	2	1	1	4	6
49	(1)(19)	2	1	1	2	2	1	3	5	3	1	1	1	4	3	3	1	2	1	1	2	1	1	5	4
50	(1)(20)	3	1	1	2	2	1	4	3	1	1	1	1	4	4	1	4	3	1	1	2	1	1	6	2
51	(1)(21)	4	1	1	2	2	1	5	1	2	1	1	1	4	4	2	2	1	1	1	2	1	2	4	5
52	(1)(22)	1	1	1	2	2	2	2	6	1	1	1	1	4	5	1	3	2	1	1	2	1	2	5	3
53	(1)(23)	2	1	1	2	2	2	3	4	2	1	1	1	4	5	2	1	3	1	1	2	1	2	6	1
54	(1)(24)	3	1	1	2	2	2	4	2	1	1	1	1	5	1	2	5	1	1	1	2	1	3	4	4
55	(1)(25)	1	1	1	2	2	3	2	5	2	1	1	1	5	1	3	3	2	1	1	2	1	3	5	2
56	(1)(26)	2	1	1	2	2	3	3	3	3	1	1	1	5	1	4	1	1	1	1	2	1	4	4	3
57	(1)(27)	3	1	1	2	2	3	4	1	1	1	1	1	5	2	2	4	2	1	1	2	1	4	5	1
58	(1)(28)	1	1	1	2	2	4	2	4	2	1	1	1	5	2	3	2	1	1	1	2	1	5	4	2
59	(1)(29)	2	1	1	2	2	4	3	2	1	1	1	1	5	3	2	3	6	1	1	2	2	1	1	3
60	(2)(0)	1	1	1	2	3	1	3	5	2	1	1	1	5	3	3	1	1	1	1	2	2	1	5	4
61	(2)(1)	2	1	1	2	3	1	4	3	1	1	1	1	5	4	2	2	2	1	1	2	2	1	6	2
62	(2)(2)	3	1	1	2	3	1	5	1	1	1	1	1	6	1	3	3	6	1	1	2	2	2	1	2
63	(2)(3)	1	1	1	2	3	2	3	4	2	1	1	1	6	1	4	1	1	1	1	2	2	2	5	3
64	(2)(4)	2	1	1	2	3	2	4	2	1	1	1	1	6	2	3	2	2	1	1	2	2	2	6	1
65	(2)(5)	1	1	1	2	3	3	3	3	1	1	1	1	6	3	3	1	6	1	1	2	2	3	1	1
66	(2)(6)	2	1	1	2	3	3	4	1	4	1	1	2	1	1	1	6	1	1	1	2	2	3	5	2
67	(2)(7)	1	1	1	2	4	1	4	3	5	1	1	2	1	1	2	4	1	1	1	2	2	4	5	1
68	(2)(8)	2	1	1	2	4	1	5	1	6	1	1	2	1	1	3	2	5	1	1	2	3	1	1	3
69	(2)(9)	1	1	1	2	4	2	4	2	4	1	1	2	1	2	1	5	6	1	1	2	3	1	2	1
70	(2)(10)	1	1	1	2	4	3	4	1	5	1	1	2	1	2	2	3	1	1	1	2	3	1	6	2
71	(2)(11)	2	1	1	3	1	1	2	6	6	1	1	2	1	2	3	1	5	1	1	2	3	2	1	2
72	(2)(12)	3	1	1	3	1	1	3	4	4	1	1	2	1	3	1	4	1	1	1	2	3	2	6	1
73	(2)(13)	4	1	1	3	1	1	4	2	5	1	1	2	1	3	2	2	5	1	1	2	3	3	1	1
74	(2)(14)	2	1	1	3	1	2	2	5	4	1	1	2	1	4	1	3	4	1	1	2	4	1	1	3
75	(2)(15)	3	1	1	3	1	2	3	3	5	1	1	2	1	4	2	1	5	1	1	2	4	1	2	1
76	(2)(16)	4	1	1	3	1	2	4	1	4	1	1	2	1	5	1	2	4	1	1	2	4	2	1	2
77	(2)(17)	1	1	1	3	1	3	1	6	4	1	1	2	1	6	1	1	4	1	1	2	4	3	1	1
78	(2)(18)	2	1	1	3	1	3	2	4	3	1	1	2	2	1	1	6	3	1	1	2	5	1	1	3
79	(2)(19)	3	1	1	3	1	3	3	2	4	1	1	2	2	1	2	4	4	1	1	2	5	1	2	1
80	(2)(20)	1	1	1	3	1	4	1	5	5	1	1	2	2	1	3	2	3	1	1	2	5	2	1	2
81	(2)(21)	2	1	1	3	1	4	2	3	3	1	1	2	2	2	1	5	3	1	1	2	5	3	1	1
82	(2)(22)	1	1	1	3	1	5	1	4	4	1	1	2	2	2	2	3	2	1	1	2	6	1	1	3
83	(2)(23)	1	1	1	3	1	6	1	3	5	1	1	2	2	2	3	1	3	1	1	2	6	1	2	1
84	(2)(24)	1	1	1	3	2	1	2	6	3	1	1	2	2	3	1	4	2	1	1	2	6	2	1	2
85	(2)(25)	2	1	1	3	2	1	3	4	4	1	1	2	2	3	2	2	2	1	1	2	6	3	1	1
86	(2)(26)	3	1	1	3	2	1	4	2	3	1	1	2	2	4	1	3	1	1	1	3	1	1	4	5
87	(2)(27)	1	1	1	3	2	2	2	5	4	1	1	2	2	4	2	1	2	1	1	3	1	1	5	3
88	(2)(28)	2	1	1	3	2	2	3	3	3	1	1	2	2	5	1	2	3	1	1	3	1	1	6	1
89	(2)(29)	3	1	1	3	2	2	4	1	3	1	1	2	2	6	1	1	1	1	1	3	1	2	4	4
90	(3)(0)	1	1	1	3	2	3	2	4	2	1	1	2	3	1	1	6	2	1	1	3	1	2	5	2
91	(3)(1)	2	1	1	3	2	3	3	2	3	1	1	2	3	1	2	4	1	1	1	3	1	3	4	3
92	(3)(2)	1	1	1	3	2	4	2	3	4	1	1	2	3	1	3	2	2	1	1	3	1	3	5	1
93	(3)(3)	1	1	1	3	2	5	2	2	2	1	1	2	3	2	1	5	1	1	1	3	1	4	4	2
94	(3)(4)	1	1	1	3	3	1	3	4	3	1	1	2	3	2	2	3	1	1	1	3	1	5	4	1
95	(3)(5)	2	1	1	3	3	1	4	2	4	1	1	2	3	2	3	1	6	1	1	3	2	1	1	2
96	(3)(6)	1	1	1	3	3	2	3	3	2	1	1	2	3	3	1	4	1	1	1	3	2	1	5	3
97	(3)(7)	2	1	1	3	3	2	4	1	3	1	1	2	3	3	2	2	2	1	1	3	2	1	6	1
98	(3)(8)	1	1	1	3	3	3	3	2	2	1	1	2	3	4	1	3	6	1	1	3	2	2	1	1
99	(3)(9)	1	1	1	3	4	1	4	2	3	1	1	2	3	4	2	1	1	1	1	3	2	2	5	2
100	(3)(10)	2	1	1	4	1	1	2	5	2	1	1	2	3	5	1	2	1	1	1	3	2	3	5	1
101	(3)(11)	3	1	1	4	1	1	3	3	2	1	1	2	3	6	1	1	5	1	1	3	3	1	1	2
102	(3)(12)	4	1	1	4	1	1	4	1	1	1	1	2	4	1	1	6	1	1	1	3	3	1	6	1
103	(3)(13)	1	1	1	4	1	2	1	6	2	1	1	2	4	1	2	4	5	1	1	3	3	2	1	1
104	(3)(14)	2	1	1	4	1	2	2	4	3	1	1	2	4	1	3	2	4	1	1	3	4	1	1	2
105	(3)(15)	3	1	1	4	1	2	3	2	1	1	1	2	4	2	1	5	4	1	1	3	4	2	1	1
106	(3)(16)	1	1	1	4	1	3	1	5	2	1	1	2	4	2	2	3	3	1	1	3	5	1	1	2
107	(3)(17)	2	1	1	4	1	3	2	3	3	1	1	2	4	2	3	1	3	1	1	3	5	2	1	1
108	(3)(18)	3	1	1	4	1	3	3	1	1	1	1	2	4	3	1	4	2	1	1	3	6	1	1	2
109	(3)(19)	1	1	1	4	1	4	1	4	2	1	1	2	4	3	2	2	2	1	1	3	6	2	1	1
110	(3)(20)	2	1	1	4	1	4	2	2	1	1	1	2	4	4	1	3	1	1	1	4	1	1	4	4
111	(3)(21)	1	1	1	4	1	5	1	3	2	1	1	2	4	4	2	1	2	1	1	4	1	1	5	2
112	(3)(22)	2	1	1	4	1	5	2	1	1	1	1	2	4	5	1	2	1	1	1	4	1	2	4	3
113	(3)(23)	1	1	1	4	2	1	2	5	1	1	1	2	5	1	2	4	2	1	1	4	1	2	5	1
114	(3)(24)	2	1	1	4	2	1	3	3	2	1	1	2	5	1	3	2	1	1	1	4	1	3	4	2
115	(3)(25)	3	1	1	4	2	1	4	1	1	1	1	2	5	2	2	3	1	1	1	4	1	4	4	1
116	(3)(26)	1	1	1	4	2	2	2	4	2	1	1	2	5	2	3	1	6	1	1	4	2	1	1	1
117	(3)(27)	2	1	1	4	2	2	3	2	1	1	1	2	5	3	2	2	1	1	1	4	2	1	5	2
118	(3)(28)	1	1	1	4	2	3	2	3	1	1	1	2	5	4	2	1	1	1	1	4	2	2	5	1
119	(3)(29)	2	1	1	4	2	3	3	1	1	1	1	2	6	1	3	2	5	1	1	4	3	1	1	1
120	(4)(0)	1	1	1	4	2	4	2	2	1	1	1	2	6	2	3	1	4	1	1	4	4	1	1	1
121	(4)(1)	1	1	1	4	2	5	2	1	4	1	1	3	1	1	1	5	3	1	1	4	5	1	1	1
122	(4)(2)	2	1	1	4	3	1	4	1	5	1	1	3	1	1	2	3	1	1	1	5	1	1	4	3
123	(4)(3)	1	1	1	4	3	3	3	1	6	1	1	3	1	1	3	1	2	1	1	5	1	1	5	1
124	(4)(4)	1	1	1	5	1	1	1	6	4	1	1	3	1	2	1	4	1	1	1	5	1	2	4	2
125	(4)(5)	2	1	1	5	1	1	2	4	5	1	1	3	1	2	2	2	1	1	1	5	1	3	4	1
126	(4)(6)	3	1	1	5	1	1	3	2	4	1	1	3	1	3	1	3	1	1	1	5	2	1	5	1
127	(4)(7)	1	1	1	5	1	2	1	5	5	1	1	3	1	3	2	1	1	1	1	6	1	1	4	2
128	(4)(8)	2	1	1	5	1	2	2	3	4	1	1	3	1	4	1	2	1	1	1	6	1	2	4	1
129	(4)(9)	3	1	1	5	1	2	3	1	4	1	1	3	1	5	1	1	1	2	1	1	1	1	4	6
130	(4)(10)	1	1	1	5	1	3	1	4	3	1	1	3	2	1	1	5	2	2	1	1	1	1	5	4
131	(4)(11)	2	1	1	5	1	3	2	2	4	1	1	3	2	1	2	3	3	2	1	1	1	1	6	2
132	(4)(12)	1	1	1	5	1	4	1	3	5	1	1	3	2	1	3	1	1	2	1	1	1	2	4	5
133	(4)(13)	2	1	1	5	1	4	2	1	3	1	1	3	2	2	1	4	2	2	1	1	1	2	5	3
134	(4)(14)	1	1	1	5	1	5	1	2	4	1	1	3	2	2	2	2	3	2	1	1	1	2	6	1
135	(4)(15)	1	1	1	5	2	1	2	4	3	1	1	3	2	3	1	3	1	2	1	1	1	3	4	4
136	(4)(16)	1	1	1	5	2	2	2	3	4	1	1	3	2	3	2	1	2	2	1	1	1	3	5	2
137	(4)(17)	1	1	1	5	2	3	2	2	3	1	1	3	2	4	1	2	1	2	1	1	1	4	4	3
138	(4)(18)	1	1	1	6	1	1	1	5	3	1	1	3	2	5	1	1	2	2	1	1	1	4	5	1
139	(4)(19)	3	1	1	6	1	1	3	1	2	1	1	3	3	1	1	5	1	2	1	1	1	5	4	2
140	(4)(20)	2	1	1	6	1	2	2	2	3	1	1	3	3	1	2	3	6	2	1	1	2	1	1	3
141	(4)(21)	2	1	1	6	1	3	2	1	4	1	1	3	3	1	3	1	1	2	1	1	2	1	5	4
142	(4)(22)	1	1	1	6	1	5	1	1	2	1	1	3	3	2	1	4	2	2	1	1	2	1	6	2
143	(4)(23)	3	2	1	1	1	1	3	5	3	1	1	3	3	2	2	2	6	2	1	1	2	2	1	2
144	(4)(24)	4	2	1	1	1	1	4	3	2	1	1	3	3	3	1	3	1	2	1	1	2	2	5	3
145	(4)(25)	5	2	1	1	1	1	5	1	3	1	1	3	3	3	2	1	2	2	1	1	2	2	6	1
146	(4)(26)	2	2	1	1	1	2	2	6	2	1	1	3	3	4	1	2	6	2	1	1	2	3	1	1
147	(4)(27)	3	2	1	1	1	2	3	4	2	1	1	3	3	5	1	1	1	2	1	1	2	3	5	2
148	(4)(28)	4	2	1	1	1	2	4	2	1	1	1	3	4	1	1	5	1	2	1	1	2	4	5	1
149	(4)(29)	2	2	1	1	1	3	2	5	2	1	1	3	4	1	2	3	5	2	1	1	3	1	1	3
150	(5)(0)	3	2	1	1	1	3	3	3	3	1	1	3	4	1	3	1	6	2	1	1	3	1	2	1
151	(5)(1)	4	2	1	1	1	3	4	1	1	1	1	3	4	2	1	4	1	2	1	1	3	1	6	2
152	(5)(2)	1	2	1	1	1	4	1	6	2	1	1	3	4	2	2	2	5	2	1	1	3	2	1	2
153	(5)(3)	2	2	1	1	1	4	2	4	1	1	1	3	4	3	1	3	1	2	1	1	3	2	6	1
154	(5)(4)	1	2	1	1	1	5	1	5	2	1	1	3	4	3	2	1	5	2	1	1	3	3	1	1
155	(5)(5)	2	2	1	1	2	1	3	5	1	1	1	3	4	4	1	2	4	2	1	1	4	1	1	3
156	(5)(6)	3	2	1	1	2	1	4	3	1	1	1	3	4	5	1	1	5	2	1	1	4	1	2	1
157	(5)(7)	4	2	1	1	2	1	5	1	1	1	1	3	5	1	2	3	4	2	1	1	4	2	1	2
158	(5)(8)	1	2	1	1	2	2	2	6	2	1	1	3	5	1	3	1	4	2	1	1	4	3	1	1
159	(5)(9)	2	2	1	1	2	2	3	4	1	1	1	3	5	2	2	2	3	2	1	1	5	1	1	3
160	(5)(10)	3	2	1	1	2	2	4	2	1	1	1	3	5	3	2	1	4	2	1	1	5	1	2	1
161	(5)(11)	1	2	1	1	2	3	2	5	1	1	1	3	6	1	3	1	3	2	1	1	5	2	1	2
162	(5)(12)	2	2	1	1	2	3	3	3	4	1	1	4	1	1	1	4	3	2	1	1	5	3	1	1
163	(5)(13)	1	2	1	1	2	4	2	4	5	1	1	4	1	1	2	2	2	2	1	1	6	1	1	3
164	(5)(14)	1	2	1	1	2	5	2	3	4	1	1	4	1	2	1	3	3	2	1	1	6	1	2	1
165	(5)(15)	1	2	1	1	3	1	3	5	5	1	1	4	1	2	2	1	2	2	1	1	6	2	1	2
166	(5)(16)	2	2	1	1	3	1	4	3	4	1	1	4	1	3	1	2	2	2	1	1	6	3	1	1
167	(5)(17)	3	2	1	1	3	1	5	1	4	1	1	4	1	4	1	1	2	1	2	1	1	1	4	5
168	(5)(18)	1	2	1	1	3	2	3	4	3	1	1	4	2	1	1	4	3	1	2	1	1	1	5	3
169	(5)(19)	2	2	1	1	3	2	4	2	4	1	1	4	2	1	2	2	4	1	2	1	1	1	6	1
170	(5)(20)	1	2	1	1	3	3	3	3	3	1	1	4	2	2	1	3	1	1	2	1	1	2	3	6
171	(5)(21)	1	2	1	1	3	4	3	2	4	1	1	4	2	2	2	1	2	1	2	1	1	2	4	4
172	(5)(22)	1	2	1	1	4	1	4	3	3	1	1	4	2	3	1	2	3	1	2	1	1	2	5	2
173	(5)(23)	2	2	1	1	4	1	5	1	3	1	1	4	2	4	1	1	1	1	2	1	1	3	3	5
174	(5)(24)	1	2	1	1	4	2	4	2	2	1	1	4	3	1	1	4	2	1	2	1	1	3	4	3
175	(5)(25)	1	2	1	1	5	1	5	1	3	1	1	4	3	1	2	2	3	1	2	1	1	3	5	1
176	(5)(26)	3	1	2	1	1	1	2	6	2	1	1	4	3	2	1	3	1	1	2	1	1	4	3	4
177	(5)(27)	4	1	2	1	1	1	3	4	3	1	1	4	3	2	2	1	2	1	2	1	1	4	4	2
178	(5)(28)	5	1	2	1	1	1	4	2	2	1	1	4	3	3	1	2	1	1	2	1	1	5	3	3
179	(5)(29)	3	1	2	1	1	2	2	5	2	1	1	4	3	4	1	1	2	1	2	1	1	5	4	1
180	(6)(0)	4	1	2	1	1	2	3	3	1	1	1	4	4	1	1	4	1	1	2	1	1	6	3	2
181	(6)(1)	5	1	2	1	1	2	4	1	2	1	1	4	4	1	2	2	1	2	1	2	1	1	4	5
182	(6)(2)	2	1	2	1	1	3	1	6	1	1	1	4	4	2	1	3	2	2	1	2	1	1	5	3
183	(6)(3)	3	1	2	1	1	3	2	4	2	1	1	4	4	2	2	1	3	2	1	2	1	1	6	1
184	(6)(4)	4	1	2	1	1	3	3	2	1	1	1	4	4	3	1	2	1	1	2	1	2	1	4	5
185	(6)(5)	2	1	2	1	1	4	1	5	1	1	1	4	4	4	1	1	1	2	1	2	1	2	4	4
186	(6)(6)	3	1	2	1	1	4	2	3	1	1	1	4	5	1	2	2	2	2	1	2	1	2	5	2
187	(6)(7)	4	1	2	1	1	4	3	1	1	1	1	4	5	2	2	1	1	1	2	1	2	2	4	4
188	(6)(8)	2	1	2	1	1	5	1	4	4	1	1	5	1	1	1	3	2	1	2	1	2	2	5	2
189	(6)(9)	3	1	2	1	1	5	2	2	5	1	1	5	1	1	2	1	2	2	1	2	1	3	5	1
190	(6)(10)	2	2	1	2	1	1	2	6	4	1	1	5	1	2	1	2	1	1	2	1	2	3	4	3
191	(6)(11)	3	2	1	2	1	1	3	4	4	1	1	5	1	3	1	1	1	2	1	2	1	4	4	2
192	(6)(12)	4	2	1	2	1	1	4	2	3	1	1	5	2	1	1	3	1	1	2	1	2	4	4	2
193	(6)(13)	2	1	2	1	2	1	2	6	4	1	1	5	2	1	2	1	1	2	1	2	1	5	4	1
194	(6)(14)	2	2	1	2	1	2	2	5	3	1	1	5	2	2	1	2	1	1	2	1	2	5	4	1
195	(6)(15)	3	2	1	2	1	2	3	3	3	1	1	5	2	3	1	1	6	2	1	2	2	1	1	2
196	(6)(16)	4	2	1	2	1	2	4	1	2	1	1	5	3	1	1	3	1	2	1	2	2	1	5	3
197	(6)(17)	2	1	2	1	2	2	2	5	3	1	1	5	3	1	2	1	2	2	1	2	2	1	6	1
198	(6)(18)	3	1	2	1	2	2	3	3	2	1	1	5	3	2	1	2	6	1	2	1	3	1	1	2
199	(6)(19)	4	1	2	1	2	2	4	1	2	1	1	5	3	3	1	1	6	2	1	2	2	2	1	1
200	(6)(20)	1	1	2	1	2	3	1	6	1	1	1	5	4	1	1	3	1	1	2	1	3	1	5	3
201	(6)(21)	1	2	1	2	1	4	1	5	2	1	1	5	4	1	2	1	1	2	1	2	2	2	5	2
202	(6)(22)	2	2	1	2	1	4	2	3	1	1	1	5	4	2	1	2	6	1	2	1	3	2	1	1
203	(6)(23)	3	2	1	2	1	4	3	1	1	1	1	5	4	3	1	1	1	1	2	1	3	2	5	2
204	(6)(24)	1	1	2	1	2	4	1	5	4	1	1	6	1	1	1	2	1	2	1	2	2	3	5	1
205	(6)(25)	2	1	2	1	2	4	2	3	4	1	1	6	1	2	1	1	1	1	2	1	3	3	5	1
206	(6)(26)	1	1	2	1	2	5	1	4	3	1	1	6	2	1	1	2	5	2	1	2	3	1	1	2
207	(6)(27)	1	2	1	2	2	1	2	6	3	1	1	6	2	2	1	1	1	2	1	2	3	1	6	1
208	(6)(28)	2	2	1	2	2	1	3	4	2	1	1	6	3	1	1	2	5	1	2	1	4	1	1	2
209	(6)(29)	3	2	1	2	2	1	4	2	2	1	1	6	3	2	1	1	5	2	1	2	3	2	1	1
210	(7)(0)	1	1	2	1	3	1	2	6	4	2	1	1	1	1	1	6	1	1	2	1	4	1	6	1
211	(7)(1)	1	2	1	2	2	2	2	5	5	2	1	1	1	1	2	4	5	1	2	1	4	2	1	1
212	(7)(2)	2	2	1	2	2	2	3	3	6	2	1	1	1	1	3	2	4	2	1	2	4	1	1	2
213	(7)(3)	3	2	1	2	2	2	4	1	4	2	1	1	1	2	1	5	4	1	2	1	5	1	1	2
214	(7)(4)	1	1	2	1	3	2	2	5	5	2	1	1	1	2	2	3	4	2	1	2	4	2	1	1
215	(7)(5)	2	1	2	1	3	2	3	3	6	2	1	1	1	2	3	1	4	1	2	1	5	2	1	1
216	(7)(6)	3	1	2	1	3	2	4	1	4	2	1	1	1	3	1	4	3	2	1	2	5	1	1	2
217	(7)(7)	1	1	2	1	3	3	2	4	5	2	1	1	1	3	2	2	3	1	2	1	6	1	1	2
218	(7)(8)	1	2	1	2	2	4	2	3	4	2	1	1	1	4	1	3	3	2	1	2	5	2	1	1
219	(7)(9)	1	1	2	1	3	4	2	3	5	2	1	1	1	4	2	1	3	1	2	1	6	2	1	1
220	(7)(10)	1	2	1	2	3	1	3	4	4	2	1	1	1	5	1	2	2	2	1	2	6	1	1	2
221	(7)(11)	2	2	1	2	3	1	4	2	4	2	1	1	1	6	1	1	2	2	1	2	6	2	1	1
222	(7)(12)	1	1	2	1	4	1	3	4	3	2	1	1	2	1	1	6	1	1	2	2	1	1	3	6
223	(7)(13)	1	2	1	2	3	2	3	3	4	2	1	1	2	1	2	4	2	1	2	2	1	1	4	4
224	(7)(14)	2	2	1	2	3	2	4	1	5	2	1	1	2	1	3	2	3	1	2	2	1	1	5	2
225	(7)(15)	1	1	2	1	4	2	3	3	3	2	1	1	2	2	1	5	1	1	2	2	1	2	3	5
226	(7)(16)	2	1	2	1	4	2	4	1	4	2	1	1	2	2	2	3	2	1	2	2	1	2	4	3
227	(7)(17)	1	1	2	1	4	3	3	2	5	2	1	1	2	2	3	1	3	1	2	2	1	2	5	1
228	(7)(18)	1	2	1	2	4	1	4	2	3	2	1	1	2	3	1	4	1	1	2	2	1	3	3	4
229	(7)(19)	1	1	2	1	5	1	4	2	4	2	1	1	2	3	2	2	2	1	2	2	1	3	4	2
230	(7)(20)	1	2	1	2	4	2	4	1	3	2	1	1	2	4	1	3	1	1	2	2	1	4	3	3
231	(7)(21)	1	1	2	1	5	2	4	1	4	2	1	1	2	4	2	1	2	1	2	2	1	4	4	1
232	(7)(22)	3	1	2	2	1	1	2	5	3	2	1	1	2	5	1	2	1	1	2	2	1	5	3	2
233	(7)(23)	4	1	2	2	1	1	3	3	3	2	1	1	2	6	1	1	1	1	2	2	1	6	3	1
234	(7)(24)	5	1	2	2	1	1	4	1	2	2	1	1	3	1	1	6	1	2	1	3	1	1	4	4
235	(7)(25)	2	1	2	2	1	2	1	6	3	2	1	1	3	1	2	4	2	2	1	3	1	1	5	2
236	(7)(26)	3	1	2	2	1	2	2	4	4	2	1	1	3	1	3	2	1	1	2	2	2	1	4	4
237	(7)(27)	4	1	2	2	1	2	3	2	2	2	1	1	3	2	1	5	1	2	1	3	1	2	4	3
238	(7)(28)	2	1	2	2	1	3	1	5	3	2	1	1	3	2	2	3	2	2	1	3	1	2	5	1
239	(7)(29)	3	1	2	2	1	3	2	3	4	2	1	1	3	2	3	1	1	1	2	2	2	2	4	3
240	(8)(0)	4	1	2	2	1	3	3	1	2	2	1	1	3	3	1	4	2	1	2	2	2	2	5	1
241	(8)(1)	2	1	2	2	1	4	1	4	3	2	1	1	3	3	2	2	1	1	2	2	2	3	4	2
242	(8)(2)	3	1	2	2	1	4	2	2	2	2	1	1	3	4	1	3	1	2	1	3	1	4	4	1
243	(8)(3)	2	1	2	2	1	5	1	3	3	2	1	1	3	4	2	1	1	1	2	2	2	4	4	1
